URL,Saved File,Depth
https://www.fhs.hr/studiji/edukacije/pmous/relevantni_dokumenti,crawled_output_hr/fhs.hr_studiji_edukacije_pmous_relevantni_dokumenti.md,1
https://www.fhs.hr/studiji/edukacije/cuhj,crawled_output_hr/fhs.hr_studiji_edukacije_cuhj.md,1
https://www.fhs.hr/studiji/edukacije/pmous/svrha_ciljevi_i_ishodi,crawled_output_hr/fhs.hr_studiji_edukacije_pmous_svrha_ciljevi_i_ishodi.md,1
https://www.fhs.hr/studiji/edukacije/div/programi,crawled_output_hr/fhs.hr_studiji_edukacije_div_programi.md,1
https://www.fhs.hr/studiji/edukacije/tecaj_grckoga_jezika,crawled_output_hr/fhs.hr_studiji_edukacije_tecaj_grckoga_jezika.md,1
https://www.fhs.hr/studiji/edukacije/sedzong,crawled_output_hr/fhs.hr_studiji_edukacije_sedzong.md,1
https://www.fhs.hr/studiji/prijediplomski,crawled_output_hr/fhs.hr_studiji_prijediplomski.md,1
https://www.fhs.hr/studiji/edukacije/pmous/zivotopisi_izvodaca,crawled_output_hr/fhs.hr_studiji_edukacije_pmous_zivotopisi_izvodaca.md,1
https://www.fhs.hr/studiji/integrirani,crawled_output_hr/fhs.hr_studiji_integrirani.md,1
https://www.fhs.hr/studiji/edukacije/pmous/teme_programa,crawled_output_hr/fhs.hr_studiji_edukacije_pmous_teme_programa.md,1
https://www.fhs.hr/studiji/prijediplomski/dvopredmetni_studiji,crawled_output_hr/fhs.hr_studiji_prijediplomski_dvopredmetni_studiji.md,1
https://www.fhs.hr/studiji/prijediplomski/dvopredmetni_studiji/latinski_jezik,crawled_output_hr/fhs.hr_studiji_prijediplomski_dvopredmetni_studiji_latinski_jezik.md,1
https://www.fhs.hr/studiji/prijediplomski/dvopredmetni_studiji/povijest,crawled_output_hr/fhs.hr_studiji_prijediplomski_dvopredmetni_studiji_povijest.md,1
https://www.fhs.hr/studiji/prijediplomski/dvopredmetni_studiji/filozofija_i_kultura,crawled_output_hr/fhs.hr_studiji_prijediplomski_dvopredmetni_studiji_filozofija_i_kultura.md,1
https://www.fhs.hr/studiji/prijediplomski/dvopredmetni_studiji/kroatologija,crawled_output_hr/fhs.hr_studiji_prijediplomski_dvopredmetni_studiji_kroatologija.md,1
https://www.fhs.hr/studiji/prijediplomski/jednopredmetni/psihologija,crawled_output_hr/fhs.hr_studiji_prijediplomski_jednopredmetni_psihologija.md,1
